,Job Title,Company Name,Job Description,Location,Job Board
736,"Delivery Manager, Data Science",Sun Life Financial,"You are as unique as your background, experience and point of view. Here, you’ll be encouraged, empowered and challenged to be your best self. You'll work with dynamic colleagues - experts in their fields - who are eager to share their knowledge with you. Your leaders will inspire and help you reach your potential and soar to new heights. Every day, you'll have new and exciting opportunities to make life brighter for our Clients - who are at the heart of everything we do. Discover how you can make a difference in the lives of individuals, families and communities around the world.
Job Description:
Role Summary
This role will be a member of the Data & Analytics team and will be accountable to initiate, plan, mobilize project teams, and govern them through to execution. She/he is accountable to remove barriers and facilitate solutions to address business partner's needs. The successful candidate is expected to have a passion for data analytics and data science solutions and will need to be able to pick up and understand a wide range of analytics tools and solutions.
What will you do?
Owns end-to-end solution delivery. Accountable for project intake, estimation and resource planning to ensure projects are delivered on time, on budget and with required quality.
Work closely with the Architect and the Delivery Director during the concept phase of project to define project delivery approach, methodology.
Accountable for the technical leadership from project initiation to implementation. Ensures that a sound and future proof architecture is planned and its implementation meets the technical quality standards.
Ensures that appropriate organization, governance, decision making, and delivery structures are in place to drive outcomes articulated in the business case, CBA, business requirements, and program/project charter.
Ensures that standards and best practice for project and program management processes are applied to plan, and execute initiatives with high complexity and risk.
Contribute ideas for best practice improvements, process improvement, and innovative solutions. Become a member of the Data & Analytics thought leadership team, recommending solutions and products to our business partners aligned to the D&A strategy and roadmap.
Engage with executive level stakeholders to educate them on new concepts such as big data, analytics, and data science tools to helping to drive awareness across the organization.
Establish project structure and reporting relationships, ensure that everybody understands the project goals and his/her role and responsibilities, encourage good working relationships among all project team members, motivate and resolve conflicts between individual team members.
What you will need to succeed?
University level degree in computer science, data science or related technology degree/diploma. Equivalent experience is also acceptable.
4+ years of experience as delivery manager in data-related projects or equivalent experience.
2+ years of experience executing projects following the data science life cycle.
Ideally 2+ years of experience with SQL, Tableau and Python for data analysis, or strong understanding of these tools and how they fit within a data science project.
Knowledge of ETL and data modelling.
Understanding of predictive analytics/machine learning concepts.
Have an end-to-end vision when proposing data solutions from ideation and prototyping up to productionisation.
Ability to describe and put into action complex concepts.
Ability to lead small, medium and large project teams.
Excellent verbal and written communication skills.
Strong business acumen with strong ability to solve business problems through data driven methodologies.
Ability to liaison between different business units and tech teams in order to plan and deliver complex projects with multiple moving pieces.
Ability to facilitate business prioritization and decisions.
Passion for data and analytics as a career and a willingness to constantly educate herself/himself to stay relevant and keep track of trends in the data space.
What will be nice to have?
Experience working in banking, insurance or healthcare industries
Knowledge of big data, analytics and Hadoop concepts
Knowledge of cloud concepts and main cloud services offered by open cloud providers (ideally AWS).
Experience working in Lean / Agile / Scrum methodologies for enterprise IT delivery.
What’s in it for you?
Competitive salary and bonus structure influenced by market range data
20 days vacation per year and an innovative sabbatical program
A friendly, collaborative and inclusive culture
Being part of our Analytics community, where we share best practices and broaden skill-sets
Flexible Benefits from the day you join to meet the needs of you and your family
Pension, stock and savings programs to help build and enhance your future financial security
Fitness and wellness programs that help you balance work and life and enjoy a healthier lifestyle
The Base Pay range is for the primary location for which the job is posted. It may vary depending on the work location of the successful candidate or other factors. In addition to Base Pay, eligible Sun Life employees participate in various incentive plans, payment under which is discretionary and subject to individual and company performance. Certain sales focused roles have sales incentive plans based on individual or group sales results.
Diversity and inclusion have always been at the core of our values at Sun Life. A diverse workforce with wide perspectives and creative ideas benefits our clients, the communities where we operate and all of us as colleagues. We welcome applications from qualified individuals from all backgrounds.
Persons with disabilities who need accommodation in the application process or those needing job postings in an alternative format may e-mail a request to thebrightside@sunlife.com.
At Sun Life we strive to create a flexible work environment where our employees are empowered to do their best work. Several flexible work options are available and can be discussed throughout the selection process depending on the role requirements and individual needs.
We thank all applicants for showing an interest in this position. Only those selected for an interview will be contacted.
Salary Range:
73,800/73 800 - 124,100/124 100
Job Category:
IT - Technology Services
Posting End Date:
13/06/2021",None,Indeed
737,Development Engineer/Scientist,"Cytiva
","Be part of something altogether life-changing
Working at Cytiva in the Life Sciences industry means being at the forefront of providing new solutions to transform human health. Our incredible customers undertake life-saving activities ranging from fundamental biological research to developing innovative vaccines, new medicines, and cell and gene therapies.
At Cytiva you will be able to continuously improve yourself and us – working on challenges that truly matter with people that care for each other, our customers, and their patients. With associates across 40 countries, Cytiva is a place where every day is a learning opportunity – so you can grow your career and expand your skills in the long term. Cytiva is proud to work alongside a community of nine fellow Danaher Life Sciences companies. Together, we’re pioneering the future of science and medicine, developing products that enable researchers in the fight to save lives.

What you’ll do
Project execution, as part of a diverse and multi-disciplinary team, for process optimization and technology development programs in cell and gene therapy, and regenerative medicine. This includes definition of tasks, experimental planning and execution, data analysis, documentation, standard operating procedures (SOP) preparation, reporting and preparation of technical recommendations.
Work closely with cell biologists and bioprocess engineers in the development of new cell therapy processes and product challenges in an emerging industry.
Engage external customers and partners to understand and overcome workflow challenges.
Demonstrate continuous integrity, credibility and positivity, and motivate others to do the same.
Continuously grow and adapt in a fast-moving field to keep yourself and the organization at the forefront of the cell and gene therapy and regenerative medicine fields.

Who you are
Ph.D., or Master's with 5+ years of experience with a degree in bioengineering, chemical engineering, bioprocess, biotechnology, cell biology or a related field.
immune cells, viral vectors, bioprocess development, pluripotent stem cells and derived progeny, hematopoietic stem cells, or mesenchymal stromal cells.
Hands-on experience working with human primary and/or stem cell cultures. Hands-on experience working with process-controlled bioreactors. Experience with cell characterization (microscopy, cell counting, flow cytometry, etc.).
Demonstrated expertise operating in a CL2 facility. Familiarity with developing protocols amenable to a cGMP environment.
Detail-oriented self-starter with excellent problem-solving, analytical skills and the ability to multitask and succeed in a team environment.
Excellent English written and oral communication with strong record-keeping and documentation skills.
Excellent proficiency with computer productivity software (e.g. O365, SharePoint, Excel, PowerPoint, Word) and a range of technical

When you join us, you’ll also be joining Danaher’s global organization, where 68,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.
Danaher is committed to a diverse and inclusive culture where everyone feels they belong and all voices are heard. We believe in our associates and the unique perspectives they bring to every challenge, which is why we’ll empower you to push the boundaries of what’s possible.
If you’ve ever wondered what’s within you, there’s no better time to find out.
Danaher Corporation and all Danaher Companies are equal opportunity employers that evaluate qualified applicants without regard to race, color, national origin, religion, sex, age, marital status, disability, veteran status, sexual orientation, gender identity, or other characteristics protected by law. The “EEO is the Law” poster is available here .",Midtown Toronto,Glassdoor
738,Senior Clinical Data Manager,"PRA Health Sciences
","Do you want to watch clinical development change, or do you want to be the one to shape it?
Because we’re hoping you’re here for the latter.
Who are we?
We Are PRA.
We are 20,000+ employees strong, operating in more than 90 countries. We are committed to saving lives and we are constantly striving to be the best at what we do. Our impact is real and we see it every single day. We help get life-saving drugs into the hands of those who need them most.

Clinical Data Manager",Remote,Glassdoor
739,Business Intelligence Analyst,"Calfrac Well Services - Canada
","ROLE STATEMENT:
The Business Intelligence Analyst will work with technical IT personnel and business analysts to provide data and analytics solutions to Calfrac’s business functions. Duties include creating data driven solutions, evaluating requirements, guiding data management and preparing design reports. This is an outcome-focused role. The role will incorporate both hands on solutions delivery, vendor management, and the ability to collaborate with business functional to design long term data strategies. This role will provide actionable insights to the business through dashboards, reports and well architected data solutions that collect, cleanse and curate our data for seamless access and high availability to the end user.

SPECIFIC ACCOUNTABILITIES:
Create, refine and automate data processes to ensure information is collected and made available to the end user accurately, on-time and with minimal manual intervention.",Calgary,Glassdoor
740,Data Scientist,"Carta
","The Company You’ll Join
At Carta we create owners and make private markets liquid.
We live in a world where some people live on the equity stack and enjoy exponential wealth growth and preferential tax treatment; others live on the debt stack and may work their entire lives for a company and retire only with the cash they’ve managed to save from their paychecks. Our contribution to solving the wealth inequality problem is moving people from the debt stack (payroll) to the equity stack. By making it as easy to issue equity to employees as it is to put them on payroll, we can create more owners.
At Carta, we are helpful, transparent, fair, and kind. We are relentless executors, unconventional thinkers, and masters of our craft.",Waterloo,Glassdoor
741,Machine Learning Engineer / Data Scientist,TerraSense Analytics Ltd,"CATCHY INTRO

Honestly, we’ve been brainstorming this “catchy intro” for about 20 minutes and everything that we throw at the wall is either too serious, or just downright lame, with no authenticity behind it. Which is absolutely hilarious, considering everyday TerraSense strives for authenticity. So that’s it. That’s what you get. Our not-so-super-catchy, not-super-lame, but not-super-corporate intro. Authentic. Hey, come work here and help us on this journey.

WHY WORK WITH US?

Our two main products target the Utilities and Defense sectors. Besides understanding how to use machine learning to predict maintenance for transmission lines, or how to take the metadata from two sensors and fuse them together, we actually do appreciate the soft skills too. We strive to foster a culture of success, innovation, respect, and did we mention authenticity? That’s right, if you hate what the CTO is saying, we fully expect you to step up and tell him he’s wrong (or that you disagree). The Product Manager does all the time and she still hasn’t been fired.

WHAT YOU WOULD BE DOING...

... on the development team for our MIST product, working to create and deploy aerial surveillance with artificial intelligence. The product will utilize edge computing, computer vision and deep learning algorithms. Okay so we hope that you got this far and are slightly intrigued by our culture and what you would be doing. Here comes the hard part. This role requires you to be a Canadian Citizen or Permanent Resident having resided in Canada for at least 10 years as well as a criminal record and credit check. You will be required to work locally with flexibility on work hours. These are hard requirements with no negotiation, so please do not apply to this particular role if you don’t meet these requirements. We will have other roles that come up without such stringent requirements, but there is no wiggle room on this one.

QUALIFICATIONS

Excellent knowledge of Python
2 years of experience in building and shipping great software
Experience with deploying ML on the edge or in the cloud
Strong knowledge of ML frameworks (eg. TensorFlow, PyTorch, CUDA)
Knowledge of computer vision models, frameworks, and tools
Eligible for security clearance and to work in Canada
Bonus: Experience with Docker, video analytics, and/or GUI development a plus
Bonus: Networking and cybersecurity experience

COMPENSATION

Competitive salary and stock options based on experience, competency and length of service
5 weeks paid vacation
Training and professional development allowance, and extended medical and dental
Beer Tuesdays at our neighbourhood microbrewery (post Covid!)

NON - COMPENSATION CONSIDERATIONS

Accountability: We truly do work hard, play hard and expect everyone to self manage...meaning we don’t track hours.
Flexibility: If your best time to work is from 10pm to 2am then we want to support that so we try to enable team communication by committing to M-Th 10am-2pm “office hours.” The rest is up to you.",Kelowna,Indeed
742,"Data Engineer, Platform Data","Flashfood
","Data Engineer, Platform Data
Full Time
US/Canada

As we continue our rapid growth at Flashfood, we are looking for experienced Data Engineers to join our Platform Data team. You are a developer with deep technical skills and are comfortable working in evolving technology infrastructure. You will be a resourceful problem solver, future thinker, independent, and excited about having a big impact and helping solve hard problems while valuing simplicity and reliability while comfortable learning new languages and tools.",Ontario,Glassdoor
743,Data Scientist (Portfolio Modelling),Financement agricole Canada,"Closing Date (MM/DD/YYYY):
06/30/2021
Worker Type:
Term (Fixed Term)
Language(s) Required:
English
Term Duration (in months):
24
Data science and statistical modelling expertise needed
Use your extensive knowledge of risk management and finance in areas such as credit risk, allowance for credit losses, economic capital, and stress testing to support our portfolio management team.
What you’ll do:
Unlock insights from complex and diverse groupings of internal and external data or developed models to tell a story
Use advanced analytics techniques to enable enlightened decision-making
Choose appropriate ways to tell the story through words, visualization, and interpretation
What we’re looking for:
Analytical thinker who can design and develop strategies that give users the information they need to make informed decisions
Creative thinker with research, analytical, and problem solving skills
Confident communicator who can translate knowledge for others
Relationship-builder comfortable making recommendations for improvement
What you’ll need:
A bachelor’s degree in agriculture, finance, business, economics, mathematics, statistics or computer science and at least four years of experience (or an equivalent combination of education and experience)
In-depth understanding of statistics and mathematics combined with business domain knowledge
Highly proficient in visualization and analytics tools including but not limited to SAS, MS Power BI, AWS environment and tools, R, Python
A passion for analysis, insights and storytelling
-If you are an FCC employee, use your Workday portal to apply.
-If you are an FCC employee On Leave, contact Human Resources for instructions on how to apply.",Regina,Indeed
744,Staff Machine Learning Developer - ATG,ServiceNow,"Company Description
ServiceNow is making the world of work, work better for people. Our cloud‑based platform and solutions deliver digital workflows that create great experiences and unlock productivity for employees and the enterprise. We're growing fast, innovating faster, and making an impact on our customers' and employees' lives in significant and important ways. With over 6,900 customers, we serve approximately 80% of the Fortune 500, and we're on the 2020 list of FORTUNE World's Most Admired Companies.®
We’re looking for people who are ready to jump right in and help us build on our incredible momentum, our diverse, engaged workforce, and our purpose to make the world of work, work better.
Learn more on Life at Now blog and hear from our employees about their experiences working at ServiceNow.
Job Description
Candidates based in the Toronto area will be considered for this role too!
Les candidats basés dans la région de Toronto seront également considérés pour ce poste!
The Advanced Technology Group (ATG) at ServiceNow is a customer-focused innovation group building intelligent software and smart user experiences using existing and latest advanced technologies to enable end-to-end, industry-leading work experiences for customers. We are a group of researchers, applied scientists, engineers, and product managers with a dual mission. We build and evolve the AI platform, and partner with teams to build products and end-to-end AI-powered work experiences. In equal measure, we lay the foundations, research, experiment, and de-risk AI technologies that unlock new work experiences in the future.
Le Groupe de technologie avancée (GTA) de ServiceNow est un groupe d'innovation axé sur le client qui crée des logiciels intelligents et des expériences utilisateurs intelligentes en utilisant les technologies de pointe existantes et les plus récentes pour offrir aux clients des expériences de travail de bout en bout à la pointe de l'industrie. Nous sommes un groupe de chercheurs, de scientifiques appliqués, d'ingénieurs et de chefs de produits avec une double mission. Nous construisons et faisons évoluer la plate-forme d'intelligence artificielle (IA), et nous nous associons à des équipes pour créer des produits et des expériences de travail de bout en bout basées sur l'IA. Dans la même mesure, nous posons les fondations, recherchons, expérimentons et réduisons les risques en matière de technologies d'IA qui ouvrent la voie à de nouvelles expériences de travail à l'avenir.
Our team is accountable for the development of Document Intelligence, one of ServiceNow’s key products that enables with AI the automatic extraction of information and data from documents. Our team is multidisciplinary, composed of designers, full stack developers, and applied research scientists. We are responsible for the development of core technologies that drive Document Intelligence, in addition to the creation of AI models necessary to automatically extract text and entities from documents.
We’re growing fast! We’re looking for a Machine Learning Developer to join our development team for Document Intelligence, based in Montreal or Toronto.
What you get to do in this role:
Contribute to the design, implementation, and scaling of Document Intelligence as a key AI-first product in ServiceNow’s portfolio.
Collaborate daily with a team of like-minded developers, applied research scientists, product managers and quality engineers to produce quality software
Work with product owners to understand detailed requirements and own your code from design, implementation, testing and delivery of high-quality solutions to our users
Collaborate with internal development teams to ensure the proper technical integration of Document Intelligence with various ServiceNow products.
Ce que vous avez à faire dans ce rôle :
Contribuer à la conception, à la mise en œuvre et à la mise à l'échelle de Document Intelligence en tant que produit clé d'IA dans le portefeuille de ServiceNow.
Collaborer quotidiennement avec une équipe de développeurs, de gestionnaires de produit et d'ingénieurs qualité partageant les mêmes idées afin de produire des logiciels de qualité.
Travailler avec les gestionnaires de produits pour comprendre les exigences détaillées et posséder votre code depuis la conception, la mise en œuvre, les tests et la livraison de solutions de haute qualité à nos utilisateurs.
Qualifications
To be successful in this role you have:
8 years of experience in development, deployment and maintenance of enterprise software.
Experience in the development of AI products and solutions, and in deploying them in a production environment.
Experience in multiple programming languages, with a heavy emphasis on Python, Javascript, and Java.
Experience in Git, Agile development, and continuous delivery.
Getting things done attitude.
Pour réussir dans ce rôle, vous avez :
8 ans d'expérience dans le développement, le déploiement et la maintenance de logiciels d'entreprise.
Expérience dans le développement de produits et de solutions d'IA et dans leur déploiement dans un environnement de production.
Expérience dans plusieurs langages de programmation, avec un accent particulier sur Python, Javascript et Java.
Expérience en Git, en développement Agile et en livraison continue.
Attitude de faire avancer les choses.

Additional Information
ServiceNow is an Equal Employment Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, creed, religion, sex, sexual orientation, national origin or nationality, ancestry, age, disability, gender identity or expression, marital status, veteran status or any other category protected by law.
If you are an individual with a disability and require a reasonable accommodation to complete any part of the application process, or are limited in the ability or unable to access or use this online application process and need an alternative method for applying, you may contact us at +1 (408) 501-8550, or [email protected] for assistance.
For positions requiring access to technical data subject to export control regulations, including Export Administration Regulations (EAR), ServiceNow may have to obtain export licensing approval from the U.S. Government for certain individuals. All employment is contingent upon ServiceNow obtaining any export license or other approval that may be required by the U.S. Government.",Montréal,Indeed
745,Data Scientist (Lead),IBI Group,"Company Description

We are a global architecture, engineering, planning, and technology firm defining the cities of tomorrow.
By connecting design and technology, we change how people experience their built environment. We work across disciplines to create the intelligent systems, sustainable buildings, and efficient infrastructure that shapes the way people live, move, learn, and heal.
With over 3,000 employees and 60+ offices around the world, we understand what it takes to work locally and scale globally.
At IBI, we’re defining the cities of tomorrow.

Job Description

The Data Scientist is responsible for modeling complex enterprise scenarios, discovering enterprise insights and identifying opportunities in the use of statistical, algorithmic, mining and visualization techniques. In addition to advanced analytic skills, this role is also proficient at integrating and preparing large, varied datasets, architecting specialized database and computing environments, and communicating results in a way that is customized to the target audience.
This is an exciting role for someone seeking a challenging and dynamic role in enterprise analytics and an amazing opportunity to collaborate within IBI Group globally towards Connected and Smarter environment and operations. Working in close collaboration with buildings, land planning, infrastructure design and planning, transportation, and geomatics departments across IBI Group, the Data Scientist demonstrates the capability to turn data into critical information and knowledge that can be used to make sound decisions. The successful candidate possesses a combination of keen business focused, advanced analytical, problem solving and programming capabilities to quickly develop and validate through models.

Most Of The Things You'll Work On:

Works in collaboration with all IBI Group departments and external clients to discern and identify sources, develop data roadmap strategies and requirements, conduct analytical processes, and validates findings.
Understands the broader objectives, while leading the smaller initiatives to drive the work and outcomes.
Recommends best practices on data collection, integration and retention requirements incorporating business requirements.
Develops innovative and effective approaches to solve analytical problems and communicates results and methodologies.
Develops experimental design approaches and models to validate findings or test hypotheses.
Establishes business metrics for the overall project to show improvements.
Monitors and tracks performance decision systems and models (e.g. AI and statistical models).
Curates and establishes business objectives through technical writing and presentations with colleagues and external clients for the purposes of business development and strategic interests.
Mentors and leads junior team members in data analytics methodology and coding best practices.
Participates in meetings with Senior leadership to show value and demonstrable outcomes.

Qualifications

You'll Need To Have:
Minimum Bachelor’s Degree in Mathematics, Statistics, Computer Science, Engineering, or related field; Master’s Degree preferred.
Completion of a Data Science or Data Analytics program in addition to the above Bachelor’s Degree
At least 4+ years of experience in data science and analysis; solving analytical problems using relevant quantitative and qualitative research and analytics experience, in related business areas
Must have previous experience as a team lead or project lead.
Experienced in manipulating and analyzing complex, high-volume, high-dimensionality data from varying sources (in-house and external open sources) is required
Proficiency in statistical analysis, quantitative analytics, forecasting/predictive analytics, multivariate testing, and optimization algorithms and developing operational models
Demonstrated ability in predictive analysis and deriving conclusions.
Demonstrated ability to propose solutions to business problems by leveraging pattern detection over potentially large datasets.
Experience with data visualization and Business Intelligence tools such as PowerBI and Tableau.
Experience with business analysis and gathering stakeholder needs.
Experience with Microsoft Azure AI platform.
Strong analytical programming skills in Python (Keras, PyTorch, Scikit-learn, Tensorflow, Weka, Spacy, Numpy, etc), data management (MS SQL, Oracle).
Experience with statistical modelling tools such as SAS, SPSS, R.
Experience with mapping tools such as QGIS and Carto will be an asset.
Experience with UX/UI will be an asset.
Experience with web development (Django, Python, Java) will be an asset.
A strong passion for empirical research and for answering hard questions with data is required.
Ability to communicate complex quantitative analysis in a clear, precise, and actionable manner through technical writing and presentation.

Additional Information

We are currently in a work from home model during COVID-19, but when we do return to the office we're located at 55 St. Clair Ave West, this office is steps away from St. Clair station and is easily accessible by bike, TTC and car. Occupying 7 floors, with over 700 employees, it is the largest office at IBI Group. The floors are open concept and represent our collaborative approach to projects.
BI Group provides a competitive benefit package and pays association dues and licensing fees.
As an Equal Opportunity Employer, we are proud to support the growth and equality of our people through initiatives like our Mentorship Program, Global Women’s Network, and Diversity & Inclusion Council. We welcome applications from all suitably qualified candidates regardless of age, race, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, religion or belief, sex and sexual orientation. We thank all applicants for their interest. However, only those selected for an interview will be contacted.
As part of IBI Group's selection process, candidates may be requested to consent to background checks relevant to the role under consideration for, prior to receiving a job offer. These could include: work references, education and credential confirmation, employment verification, identity check, credit report, criminal offence and driver’s license record. #ibi
We request applicants submit RESUME AND PORTFOLIO highlighting relevant work experience. Please limit PDF files to 10MB",Toronto,Indeed
746,Data Analyst - Pipeline Inspection (Level 2-3 IMU),Onstream Pipeline Inspection Services Inc.,"Onstream Pipeline Inspection Services Inc is a growing provider of inline inspection services to pipeline operators in Canada and the USA. Due to continued growth, Onstream is now accepting applications for the position of IMU Data Analyst (Level 2-3), based in Calgary, AB. The successful candidate will show a progressive work history of IMU Data Analysis along with having an analytical background, ability to learn/use proprietary software, and apply technical concepts quickly. This position requires the analysis of data recorded by Onstream Pipeline’s MFL/Caliper/IMU in-line inspection (ILI) tools, correlation to verification measurements, and final report generation.
Key Responsibilities and Duties:
Perform preliminary IMU data quality assessments.
Process and interpret IMU bench test datasets for acceptance.",Calgary,Glassdoor
747,"Scientist, Chemical Sciences","Paraza Pharma, Inc.
","Paraza Pharma, Inc. is a fast-growing pharmaceutical research company offering a dynamic and collaborative work environment where scientific excellence, innovation and creativity are at the forefront. Here, diversity, new points of view and a creative spirit are valued and considered as real assets. We provide our employees with ongoing support, training and development opportunities to expand their horizons while contributing to our shared passion for Drug Discovery.
The Medicinal Chemistry and Chemical Development groups at Paraza are seeking energetic, results-oriented individuals with proven track records of success to join our dynamic teams. The successful candidate is expected to have extensive experience in modern organic synthesis. In addition, we are looking for individuals with abilities to analyze complex data sets, demonstrate sound decision-making and analytical skills and able to provide creative proposals and solutions to advance on-going projects. The candidate will be expected to work independently within a team structure, design and execute synthetic routes and troubleshoot when needed. The key responsibilities of the successful candidates include the following:",Saint-Laurent,Glassdoor
748,Data Analyst,Plenty of Fish,"We are looking for someone to be a part of our outstanding Analytics team, who will be working cross-functionally with the rest of the organization to help identify, understand, and improve business and product challenges facing Plenty of Fish. The Data Analyst will deliver high-quality strategic and tactical analysis; collaborating with the product, engineering, data science, business intelligence, customer service, and marketing teams.

This role will suit those with strong quantitative training, deep knowledge of what makes a business successful, a passion for telling stories with insights gleaned from data. The ability to communicate results clearly to non-technical colleagues is essential in this role.
So what will you do?
Quantitatively analyze user behavior to help determine product strategy and drive business decisions, including driving learning from A/B tests
Provide management with deep-dive quantitative analyses and present them in an immediately usable format, extracting key insights from extensive, complex data sets
Collaborate with data science, product management, and data engineering teams to share and develop knowledge
Find opportunities to automate repetitive analyses
What does our ideal candidate look like?
2+ years of progressive experience using quantitative analysis to make business-focused recommendations
Strong understanding of incrementality and sizing business problems and opportunities
Good communication skills at different levels of organizational hierarchy
Experience with ambiguous and complex analytical assignments
Experience with raw clickstream data (telemetry event data) and datasets of 100 million+ records
Experience with web/digital analytics metrics (Daily Active Users, Retention, Churn)
Understanding of basic statistical concepts such as confidence, normal distribution, correlation, linear regression, and linear programming
Proficiency with SQL or other query languages
Experience with data visualization and analytical tools (E.g. Tableau, PowerBI, Looker)
Intermediate knowledge of Microsoft Excel (no VBA required)
A skillset that encompasses problem identification, analysis, solution definition, results, and communication
Bonus points
Experience with Python, R, or other programming languages
Experience in an internal or external management consulting/advisory role
Have held a similar position at an online dating, social networking, gaming or subscription-based business
You're a user of PlentyOfFish or other online dating service

Why Plenty of Fish?

At Plenty of Fish, our vision is to create the most dates for our users around the world.

We’re one of the top revenue-driving brands in the Match Group (comprised of Tinder, OkCupid, Hinge, Match.com), and we still remain a small close-knit team based in downtown Vancouver.

If you’re keen on solving complex problems at scale, you want to work in collaborative cross-functional squads, and you value autonomy and accountability, we should talk.

Our Values
Be Proud - It's OUR sh*p. Own it! We see challenges as opportunities and take action.
Make Waves - We profoundly impact millions of peoples' lives, every day.
Dive Deep - We empathize with our members and use data to surface smart decisions.
Crew Together - We love what we do, have fun, and are free to be ourselves.

We’re committed to creating an equal and inclusive environment; we welcome all crew (and prospective crew) members regardless of race, colour, ancestry, place of origin, political belief, religion, marital status, family status, physical or mental disability, sex, sexual orientation, gender identity or expression, age, conviction unrelated to employment, or any other prohibited ground of discrimination recognized by applicable law. Plenty of Fish is proud to be an equal opportunity workplace.

Linkedin: @PlentyofFish",Vancouver,Indeed
749,Data Scientist,"opentext
","OPENTEXT - THE INFORMATION COMPANY

As the Information Company, our mission at OpenText is to create software solutions and deliver services that redefine the future of digital. Be part of a winning team that leads the way in Enterprise Information Management.

The Opportunity:
The AI Data Scientist will focus on business analysis, data analysis, and model building in support of the delivery of AI and Analytics to our OpenText teams. This individual will be a professional that is self-motivated and driven to accomplish company goals and who is comfortable multitasking in a fast-paced, dynamic environment.

You are great at:
Working with business teams in all parts of the business to gather conceptual business needs, translate them into clear functional business requirements
Create process models, diagrams, charts, PowerPoint presentations
Work with technical teams and/or study relational database tables to create Technical Data Requirements from the Business Requirements
Build data models in Python or R using a Magellan Notebook
Work with application support, product management, and engineering teams on quarterly upgrades and feature requests for Magellan product suite
Self-motivated and driven to accomplish company goals and who is comfortable multitasking in a fast-paced, matrixed environment
Perform data preparation, linkage, and feature selection
Calculating model accuracy
Reporting and visualizing results/insights
Provide end-user support and training as needed


Bachelor’s degree in Computer Science, Engineering, Business or equivalent experience
5 + years of proven abilities related to data analysis, reporting, analytics, and data modeling
Experience working with data in databases
Experience with SQL, Python, and R
Excellent listening, interpersonal, written, and oral communication skills
Experience with OpenText Magellan preferred
Experience working in a complex, matrix, fast-paced environment
Attention to detail with emphasis on accuracy and quality
Ability to prioritize work to balance multiple projects and deadlines
The ability to work independently, as part of a team, and cross-functionally within the organization

At OpenText we understand and value diversity in our employees and are proud to be an Equal Opportunity Employer. We hire the best talent regardless of race, creed, color, national origin, ancestry, disability, marital status, sex, age, veteran status or sexual orientation. If you require accommodation at any time during the recruitment process please email accommodationrequests@opentext.com. Applicants have rights under Federal Employment Laws including but not limited to: Family and Medical Leave Act (FLMA) , Equal Employment Opportunity and Employee Polygraph Protection Act",Waterloo,Glassdoor
