,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location
324,Machine Learning Engineer,44,"Versatile Media is looking for a Machine Learning Engineer who is interested in the exciting new field of Virtual Production. Bring your skills and passion to help us develop the next generation of animation and film making tools.

At Versatile we are very excited for the future of film making and being at the forefront of the industry's digital transformation. Our philosophy is to bridge technology with creative storytelling that drives this new virtual production workflow. In addition to the company's service opportunities, Versatile Media has a 100M film fund and a mandate to create original intellectual property for the new media platforms, including feature and series projects for the global market.

Versatile Media Ltd. is a successful media company that has been a recognized and trusted production hub for over 30 years. Our studio in Vancouver, Canada has a sole focus on virtual production combining real-time rendering technology with proprietary research and development such as AI, performance capture. Later in the year Versatile has plans to launch a LED stage in Vancouver for live action filming.",5,Versatile Media,Vancouver
325,Lead Data Scientist - Core Local Business (Remote),44,"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses around the globe, from a review of a coffee shop to requesting a repair quote with a photo of a leaky faucet. Data Scientists at Yelp work to make sense of these interactions to deliver impactful analyses and products to our users, business partners and the general public.

The Data Science & Analytics team performs analyses, builds models, and designs experiments that directly impact Yelp’s products and users. Our teams sit in Yelp’s central product management organization and work directly with cross-functional leaders to understand quantitatively how our products are performing and where the largest opportunities are. We are adept at tasks like modeling user preferences, inference from user and marketplace experiments, and generating insights about the health of local economies. With diverse backgrounds and expertise, we strive for learning and growth in a collaborative environment.

We are looking for a Lead Data Scientist to join the Core Local Business team. The team is centrally located within our product organization, and focused on analytics, research, and inference support for product and engineering stakeholders. The Core Local Business team partners with product and engineering teams building the Yelp for Business Owners user experience, from claiming a free business listing, to paid product acquisition, and long-term engagement and retention. Lead Data Scientists at Yelp are technical and cultural leaders within their teams, and collectively influence the development of shared tools, infrastructure, and processes across the organization.",5,"Yelp
3.4",Midtown Toronto
326,Data Scientist - 312112,44,"Data Scientist
On behalf of our client in the Banking Sector, PROCOM is looking for a Data Scientist.
Data Scientist – Job Description
The contractor is responsible for developing and implementing quantification methodologies for Business Banking credit risk parameters, which are key drivers to the risk rating system, internal processes and regulatory processes
Develop, implement and maintain risk quantification methodologies for non-retail credit risk parameters such as PD, LGD and UGD
Perform research and analysis of applicable methodologies; present and recommend appropriate alternatives; implement estimation methodologies",5,"Procom
4.3",Midtown Toronto
327,Data Scientist Credit Risk Models,44,"Primary Locations: Montreal, Quebec
Employee Status: Regular
Schedule: Full-time

Do you enjoy developing models and performing complex and varied analyses?
Do you have experience in credit risk modeling and have you mastered programming in SAS or SQL?
Are you looking to work with large databases and solve analytical problems in order to provide information relevant to decision-making?
Do you have good verbal and written communication skills and are you known for your analytical mind and your ability to explain complex or abstract concepts?
Being a Data Scientist, Credit Risk Models means acting as an expert in credit risk modeling in order to develop and roll out models intended to assess the credit risk of the Bank's individual and business clients. It involves applying rigorous statistical and financial analysis methods to large databases in order to find the risk factors used to quantify the credit risk associated with each borrower. It also involves tracking the performance of all existing models.",5,"National Bank of Canada
4.2",Montreal
328,Data Analyst,44,"Veeva [NYSE: VEEV] is the leader in cloud-based software for the global life sciences industry. Committed to innovation, product excellence, and customer success, our customers range from the world’s largest pharmaceutical companies to emerging biotechs. Veeva’s software helps our customers bring medicines and therapies to patients faster.

We are the first public company to become a Public Benefit Corporation. As a PBC, we are committed to making the industries we serve more productive, and we are committed to creating high-quality employment opportunities.

Veeva is a Work Anywhere company which means that you can choose to work in the environment that works best for you - on any given day. Whether you choose to work remotely from home or work in an office - it’s up to you.

The Role",5,"Veeva Systems
4.1",Midtown Toronto
329,"Data Scientist, AWS Security",44,"BS degree and 3 years of relevant experience or a MS degree and 2 years of relevant experience
Hands-on professional experience with applying machine learning and other data science techniques to identify anomalous behavior patterns (e.g., user or machine anomalies) in a production environment
1+ year of work experience in applying data science to physical security, network security, or fraud related problems
Experience with extracting, cleaning, and transforming data, and working with data owners to understand the data
Professional experience using database languages, such as SQL, and common data scientist software development and statistical analysis tools (e.g., Python, R, Scikit-learn)
Come and build innovative services that protect our cloud from security threats.

As an AWS Security Data Scientist, you’ll help to build and manage services that detect and automate the mitigation of cybersecurity threats across Amazon’s infrastructure. You’ll work with security engineers, software development engineers, and other data scientists across multiple teams to develop innovative security solutions at massive scale. Our services protect the AWS cloud for all customers and preserves our customers’ trust in us. You’ll get to use the full power and breadth of AWS technologies to build services that proactively protect every single AWS customer, both internally and externally, from security threats – not many teams can say that!

Mentorship & Career Growth

Our team is dedicated to supporting new team members. The team has a mix of experience levels, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior engineers, data scientists, and managers truly enjoy mentoring junior engineers, junior data scientists, and engineers from non-traditional backgrounds through one-on-one mentoring and thorough, but kind, code reviews.

We care about your career growth. We assign projects and tasks based on what will help team members develop into a more well-rounded data scientist and enable them to take on more complex tasks in the future.

Inclusive and Diverse Culture

Our team is intentional about attracting, developing, and retaining amazing talent from diverse backgrounds. Yes, we do get to build a cool service, but we also believe a big reason for that is the inclusive and welcoming culture we cultivate every day.

We’re looking for a new teammate who is enthusiastic, empathetic, curious, motivated, reliable, and able to work effectively with a diverse team of peers. We want someone who will help us amplify the positive & inclusive team culture we’ve been building.

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and we host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance

Our team also puts a high value on work-life balance. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here, which is why we aren’t focused on how many hours you spend at work or online. Instead, we’re happy to offer a flexible schedule so you can have a more productive and well-balanced life—both in and outside of work. We are passionate about the capabilities we build, and we are responsible for our on-call rotation to ensure our services bring value to our customers. We understand that life is challenging and we have a flexible work environment that enables individuals to adjust their work schedule to accommodate personal needs.

Amazon is committed to providing accommodations at all stages through recruitment and employment in accordance with applicable human rights and accommodation legislation. If contacted for an employment opportunity, please advise Human Resources if you require accommodation, including in order to apply for a position.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us",5,"Amazon Dev Centre Canada ULC
3.8",Ottawa
330,Machine Learning Engineer,44,"About
IMRSV Data Labs is a company developing cutting-edge machine learning and deep learning algorithms and technologies to solve challenging problems in various fields such as natural language processing (NLP), video and image processing, speech and audio analysis.
Job Type: Fulltime
Role
We are looking for a candidate with strong technical skills and engineering drive.
You will be involved with developing various machine learning algorithms and working with the UI/UX as well as infrastructure teams to make the algorithms usable in a production environment.",5,"IMRSV Data Labs
5.0",Ottawa
331,Data Scientist / Scientifique des données,44,"Job Brief
Do you enjoy converting data into insights? Are you a technically inclined individual that can make sense out of numbers, graphs, charts and models? Our team at Destination Canada might be looking for you as our next Data Scientist!
Job Grade & Compensation : DC-07 $80,960 - $101,200 (CAD) + Pay for Performance
Language Requirement : English Essential/Anglais essentiel
Security Clearance Level : Enhanced
Employment Status : Indeterminate",5,"Destination Canada
3.9",Vancouver
332,Machine Learning Engineer,44,"We are seeking a dynamic, innovative thinker who is looking for a tremendous opportunity to solve some of the language industry’s most exciting problems. You will be a key member of a small and versatile team.

If you are determined to show the world the power of natural language processing and you revel in the opportunity to execute a project from start to finish, this is the job for you!

Our team style:
We are a small team of developers working in a profitable and rapidly growing company

We strive to be innovative and fast-moving and are passionate about getting things done right

We work collaboratively to grow and learn together

We are not afraid of difficult problems but carefully choose what we spend time on


Implement automated processes to efficiently deploy deep-learning models in production

Collaborate with IT and software development engineers

Research, design, implement, and validate cutting-edge algorithms to analyze diverse sources of data to achieve targeted outcomes

Perform data studies of new and diverse data sources

Conduct modeling and experimental design

Test and validate predictive models

Design, modify, and build new data processes

Generate algorithms and create computer models

Implement new or enhanced software, designed to access and handle data more efficiently


M.Sc. or Ph.D. in Computer Science (or similar) with two years of industry experience in machine learning/deep learning

Experience in deploying deep-learning models in production

Experience with one or more general purpose programming language, including but not limited to Java, Lua, and Python, as well as experience with the Torch, Tensorflow, Pytorch, and Theano frameworks

Ability to write clear, concise, well-structured, and well-organized code

Strong communication skills (orally and in writing)

Experience with microservice architecture


Full-time

Please apply with a resume and cover letter to scribendi.hr@scribendi.com detailing your experience in relation to the above-stated job requirements as well as your salary expectations.",5,"Scribendi
3.0",Chatham-Kent
333,Machine Learning Engineer,44,"OVERVIEW

We are seeking a talented engineer to join our Research & Development team as a Machine Learning Engineer with a focus on Computer Vision. We are working on ambitious projects to augment our lab personnel with machine vision platforms to speed up our scientific work, as well as build imaging systems for a variety of contexts – both indoor and outdoor. The Machine Learning Engineer will work closely with our Robotics and Software Engineers to help process images to develop machine learning models that accelerate our scientific experimentation.

YOUR MISSION

To support our work in computer vision, including object detection and segmentation using deep learning to facilitate our advanced bioscience research.

ACCOUNTABILITIES

Research and help develop machine learning/deep learning models for object detection and semantic segmentation in 2D and 3D images

Support implementation of image processing pipelines to process 2D and 3D images captured by imaging platforms

Research and help implement algorithms to solve various computer vision related problems such as 3D reconstruction and motion analysis

Collaborate with and receive guidance from our Software and Machine Learning Engineers to put your models and algorithms into production

REQUIREMENTS

M.Sc. or Ph.D. in Engineering/Computer Science, or an equivalent combination of experience and knowledge

2+ years' experience in applying machine learning and deep learning concepts to real-world problems

Familiarity with deep learning network architectures (e.g. convolutional neural networks, recurrent neural networks, single shot detectors) and frameworks (e.g. Tensorflow, PyTorch, Caffe)

Solid programming skills with a focus on writing clean/maintainable code with experience in Python (preferred), Java, or C++ programming

Strong analytical ability and mathematical skills

Matured communication and critical thinking ability to influence and propose analytics strategies that challenge status quo thinking

PREFERENCES

Portfolio of completed machine learning projects available for review

Experience with parallel and distributed training of deep learning models

Experience applying computer vision techniques to high-resolution images

Exposure to imaging system components (sensors, optics, lighting)

Knowledge of the Agile project management methodology

Knowledge of theories and state of the art practices in computer vision with experience in computer vision and in using related libraries (e.g. OpenCV)

QUALITIES WE'RE LOOKING FOR

Aptitude for interdisciplinary collaboration

Highly conscientious with strong follow-through

Capable of performing research on best practices and communicating results to a non-expert audience

Able to apply domain knowledge to ambiguous and novel situations

LOCATION

This position is remote based in Vancouver, BC.

WHO WE ARE

Terramera is a globally-recognized cleantech leader focused on fusing AI, science and nature to create revolutionary technologies that transform how we grow food and solve other world-scale challenges. With its Actigate™ Targeted Performance technology and mission to unlock the intelligence in nature to ensure a world that thrives and provides for everyone, Terramera is committed to reducing global synthetic chemical loads in agriculture by 80%, increasing global farm productivity by 20%, and increasing soil organic carbon by 100% by 2030. The privately held company was founded in 2010 and has grown to include a world-class bench of engineers, scientists, advisors and investors. Terramera is headquartered in Vancouver, British Columbia, Canada, has integrated operations that include state-of-art research labs, robotics workshop, greenhouse and farm, and has 250+ patents in its IP portfolio.

Our success begins with our people. We're looking for A-Players who are passionate about making a difference as we are and thrive in environments that are dynamic, challenging and rewarding. Join our movement, as we set a new standard and change the world together as a highly dedicated, innovative, future-focused and solutions-oriented team.

While we thank all applicants for their interest, only short-listed candidates will be contacted. For more information on Terramera , please visit our website at www.terramera.com

Terramera is committed to a diverse workforce and we are an equal opportunity employer.

APPLICATION DEADLINE

Applications will be accepted on a rolling basis.",5,"Terramera
3.7",British Columbia
334,Business Intelligence Data Engineer,44,"About Blackline
Blackline Safety is a world leader in the development and manufacturing of wirelessly connected safety products. We offer the broadest and most complete portfolio available in the industry. Our products are designed to save lives and we monitor personnel working alone in populated areas, complex indoor facilities, and the remote reaches of our planet. Blackline’s products are used to keep people safe in the event of falls, missed check-ins, person-downs, and exposure to explosive or toxic gas. Our design, development, sales, marketing, support, and production are all performed in-house at our headquarters in Calgary, AB. Blackline Safety is a publicly-traded company (TSXV: BLN).
Blackline Safety is looking for a Data Engineer to help build and drive our Blackline Analytics and Blackline Vision platform. We have a world-class connected safety system and we are building a Data analytics and Data science platform to match it.",5,"Blackline Safety
3.7",Calgary
335,Data Engineer,44,"Next Pathway - The Automated Cloud Migration Company
Listed as one of Canada’s hottest start-ups by the Globe and Mail, Next Pathway is a technology services company providing clients a pathway from existing to emerging technologies. Our automation technology helps our customers accelerate the migration of complex applications and workloads to the cloud.
Next Pathway is located in the heart of the Financial District, minutes from Union Station and the Subway.
We are looking for skilled Data Engineers (ETL/SQL) to join our team!
Contract to December 31, 2021.",5,"Next Pathway
4.5",Midtown Toronto
336,Data Engineer,44,"Hey there! Just in case you were wondering, this role will be remote and we will revisit the possibility of working back in our HQ office come July 2021. A member from our recruitment team can explain this in more detail if selected to move forward to the initial phone screen. We look forward to hearing from you!
WHO WE ARE:
Compass Digital Labs is an organization that drives innovation for Compass Group NA, an $18 billion food hospitality organization. Compass Group serves over 3 billion meals per year in award winning restaurants, corporate cafes, hospitals, schools, arenas, museums, and more. As the innovation branch of Compass Group, we’re custom-built for fast-paced transformation at the intersection of hospitality and technology. We’re focused on delivering the best experiences possible for our customers and consumers.",5,"Compass Digital Labs
3.8",Mississauga
337,Data Scientist - Molecular & Cell Engineering,44,"Full-timeVancouver

JUNE 7, 2021
Job ID: 21502
AbCellera is a young, energetic, and rapidly growing tech company with an amazing team that searches, decodes, and analyzes natural immune systems to find antibodies that its partners can develop into drugs to prevent and treat disease. We are seeking a highly motivated scientist with expertise in integrated analysis and mining of complex biological data from a multitude of sources to join our Molecular & Cell Engineering group. We focus on the discovery and development of therapeutic antibodies from natural immune repertoires, and believe that through teamwork, innovation, and mutual support, we can tackle the most challenging scientific problems.",5,"AbCellera Biologics
4.8",Vancouver
338,Quantitative Research Analyst,44,"We are currently looking for highly talented individuals with a history of exceptional academic and/or industry achievement who are interested in working in a fast paced, stimulating and dynamic environment.

Primary Responsibilities:
Develop, modify, optimize, test and implement real time quantitative trading models and strategies.
Perform statistical analysis of historical and current financial market data.
Research strategies in equities, futures, fixed income, and other asset classes.
Generate new indicator ideas.",5,"Waterfront International
5.0",Midtown Toronto
339,Data Analytics Consultant,44,"If you love technology, problem solving, and making a huge impact, let’s dialogue!
Who We Are
Limelight is quickly growing in the world of B2B SaaS. Our platform automates manual spreadsheet processes so businesses can spend more time on insights. As we continue to scale, it's important to us to nurture the culture we have built where team members work closely together to solve problems, innovate and get creative. We are a hardworking, we are serious about what we do, and we have a fun, too.
The Opportunity
At Limelight, you will be a pivotal team member to a dynamic and growing Professional Services team. Our customers range from industry-leading financial services firms to fast growing start-ups. As a Solutions Consultant, you will be responsible for the a critical part of the implementation lifecycle: Developing, Documentation, Testing and Support.",5,"Limelight Software
4.3",Midtown Toronto
340,Machine Learning Engineer,44,"We are looking for a Machine Learning Engineer
About Omniscient

Omniscient Neurotechnology is the “Human Connectome Company”.
Headquartered in Australia, Omniscient is a pioneer in human Connectomics, a field of neuroscience that investigates the structural and functional connections of the human brain. Such study is providing researchers and clinicians the tools to better understand and treat complex neurological and mental disorders in a hyper-personalised way.Our technology uses routine MRI scans to produce personalised brain maps via patented cloud and machine-learning-based processing techniques. Traits and abnormalities derived from an individual’s brain pathways can allow neurosurgeons, neurologists, psychologists and psychiatrists the ability to make more accurate diagnosis and create personalised treatment plans for all brain-related disorders.",5,Omniscient Neurotechnology,Midtown Toronto
341,Business Intelligence Analyst,44,"Please note that this position is based in Rivière-du-Loup (Québec, Canada), therefore the job posting is written in French.
Chez Premier Tech, grâce à une croissance soutenue, les projets que nous offrons à nos équipiers se multiplient et nos équipes Information de gestion profitent pleinement de cette expansion!
Notre groupe d’affaires Systèmes Automatisés est à la recherche d’un analyste intelligence d’affaires qui évaluera des données très diversifiées afin d’aider nos équipiers à prendre les meilleures décisions possible. Nous préparons l’avenir en exploitant de nouveaux outils dans le but d’apporter une vision commune et claire à toutes les parties prenantes de nos projets.
Voici les défis qui vous attendent :
Vous déterminerez les besoins en information de gestion avec les utilisateurs.",5,"Premier Tech
3.8",Rivière-du-Loup
342,"Data Scientist, Liquidity and Funding Management",44,"Address:
100 King Street West
Job Family Group:
Data Analytics & Reporting
Applies knowledge of advanced analytic algorithms and technologies (e.g. machine learning, deep learning, artificial intelligence) to deliver better predictions and/or intelligent automation that enables smarter business decisions, improved customer experience, and drives productivity. Applies strong communication and story-telling skills to summarize statistical/algorithmic findings, draw business conclusions, and present actionable insight in a way that resonates with business/groups. Drives innovation through the development of Data & AI products that can be leveraged across the organization and establishes best practices in in alignment with Data & AI governance frameworks of BMO.",5,"BMO Financial Group
3.8",Midtown Toronto
343,Data Quality Analyst,44,"AbCellera is a young, energetic, and rapidly growing tech company with an amazing team that searches, decodes, and analyzes natural immune systems to find antibodies that its partners can develop into drugs to prevent and treat disease.

We are seeking a motivated and dynamic Data Quality Analyst to join our Data Management team, where they will work closely with a highly proficient team of lab scientists, data scientists, and software developers to maintain high Data Quality (DQ) levels through extensive data quality rules implementation, wrangling and testing activities, and data analysis. The role will focus on understanding data lifecycle and data transformation layers within various data pipelines and advancing data quality best practices throughout the company. Contributions by the successful candidate will help build automated data quality management solutions that meet the needs of a rapidly growing and innovative company today and in the future. The successful candidate will be at ease with ambiguity and change, embracing the opportunities and challenges that a quickly evolving and dynamic work environment presents.


Developing, operationalizing, and maintaining automated data profiling and DQ processes.
Ensuring DQ rules are accurately built using validation tools (e.g. Informatica Data Quality, Talend, or other custom-built scripts) or custom scripts; developing in-depth understanding of source systems and EDW data structures to further define rules.
Tracking, investigating, and analyzing the root cause of DQ issues, ensuring DQ issues and remediation plans are communicated to all Data Stewards.
Engaging with and supporting the Data Stewards and other internal stakeholders, as required, to correct and/or remediate DQ issues in systems of record based on business priorities.
Engaging Data Stewards and other internal stakeholders to develop and implement data-wrangling scripts, DQ tests, DQ reports and identify defects using DQ rules based on prescribed DQ dimensions.
Evaluating the impact of system performance and design on DQ.
Collaborating with Data Engineers and Database Administrators to improve data collection and storage processes.
Documenting processes and maintaining data records.
Keeping abreast of developments and trends in data quality analysis


A Bachelor's Degree in quantitative areas such as Computer Science, Mathematics, Statistics, or related fields.

Minimum 3 years of related experience in data quality management, data analysis and ETL procedures with a s trong understanding of data quality monitoring procedures

Hands-on experience writing complex SQL queries, including extensive experience querying large, complex datasets

Demonstrated knowledge of Data Management and Data Governance principles and practices.

Hands-on experience writing REST APIs

Experience in one or more programming languages, preferably Python .

Familiarity with data visualization software package such as Power BI

Exceptional analytical and conceptual thinking skills.The ability to work closely with stakeholders to determine acceptable solutions.

Excellent documentation, organization, and communication skills.

Experience creating detailed reports and presentations.

Excellent planning, organizational, and time management skills.

Competency in Microsoft applications including Word, Excel, and PowerPoint.

Competency in Google Workspace applications (Sheets, Docs, Drive, etc.).


Familiarity with native AWS technologies for data and analytics such as Redshift Spectrum, Athena, S3, Lambda, Glue, EMR, Kinesis, SageMaker, etc. or equivalent relevant technologies (e.g. Snowflake, Alteryx, Matillion, Boomi, etc.)
Experience utilizing Data Quality tools such as Talend, Informatica Data Quality, etc.
Knowledge of data sourcing from NoSQL databases
Familiarity with or previous experience in the biotechnology industry


The opportunity to work with an inspired team on challenging problems that matter
An attractive compensation package, including health and lifestyle benefits
A minimum of 3 weeks' vacation
Opportunities for personal and professional development


At AbCellera, we're solving tough problems and creating innovative solutions from the ground up - custom immunizations, microfluidics, high-throughput imaging, genomics, computation, machine learning and laboratory automation. We're revolutionizing how our scientists can explore antibodies and the scale at which they can do so. This is life-changing research, and you could be a part of it.

You'll join a diverse and multi-disciplinary team of biologists, biochemists, engineers, bioinformaticians, computer scientists and physicists - all working together to bring better therapies to patients. We're a growing company with a high-throughput pipeline and the drive to be the best in the industry. This isn't just about having the best technology. We know we need a world-class team of visionaries and innovators. We look for people with drive and energy. Idealists. People we love and people we trust. This may be unconventional, but it is the key to our success. We're looking for someone like you to help us get there.


Please send us your application through our website and refer to Job ID 21234 in your cover letter. We apologize in advance, but we receive a large volume of applications, and will only contact those who are selected for an interview.",5,"AbCellera
4.8",Vancouver
344,"Senior Data Scientist TORONTO, ONSOFTWARE",44,"Who We Are

Tonal is the smartest home gym and personal trainer. It has completely revolutionized the way people work out at home, with its sleek design and advanced A.I. technology. We’ve united a diverse team of experts and decades of research to reinvented strength training, making it more efficient, more effective, and more engaging.

With this in mind, we want to bring that same innovative approach to the workplace. At Tonal, we continue our shift of emphasis by growing our instrumental team. We collectively weave our knowledge and creativity, as we redefine the future of fitness. We are passionate about building products that transform lives, and building teams that transform the status quo. Together, we can be our strongest.

What You Will Do",5,"Tonal
4.3",Midtown Toronto
345,Analyste Intelligence d'Affaires / Business Intelligence Analyst,44,"McKesson touche la vie des patients en œuvrant dans pratiquement tous les secteurs des soins de santé dans le but d'améliorer la santé en général. Chez McKesson Canada, nous créons un impact dans la vie de 12 millions de Canadiens, chaque jour. Nous distribuons plus de 35 000 produits à partir de 17 centres de distribution à 6 300 pharmacies de détail, 1 350 hôpitaux, centres de santé longue durée, cliniques et établissements de santé partout au Canada.

Toutefois, nous sommes beaucoup plus qu'une entreprise de distribution. Nous avons automatisé 2 500 pharmacies de détail et distribuons annuellement plus de 100 millions de doses de médicaments grâce à nos solutions d'automatisation. Les fabricants, les fournisseurs de soins de santé et les patients comptent sur nous pour une gamme complète de services qui contribuent à la qualité et l'intégrité des soins de santé pour le bénéfice de tous.

Chez McKesson, vous participerez à la création de produits et de solutions qui contribuent à la réalisation de la mission de l'entreprise, soit améliorer la qualité de vie et faire progresser les soins de santé. Travailler ici représente une occasion d'édifier une industrie qui est vitale pour nous tous.



Relevant du Chef, Programmes Formulaire, est responsable de coordonner, d'analyser et de communiquer les activités ayant une incidence sur les programmes formulaire des clients. Le titulaire du poste soutient activement le Chef, Programmes Formulaire, dans la direction et le soutien des projets liés aux Programmes Formulaire en coordonnant l'équipe pour s'assurer qu'elle atteint ses objectifs, en soutenant les négociations menées par la haute direction et en s'assurant que les niveaux de rendement demeurent supérieurs.









Responsabilités générales











McKesson is in the business of better health and we touch the lives of patients in virtually every aspect of healthcare. At McKesson Canada, we touch the lives of 12 million Canadians every day. We carry more than 35,000 products in 17 distribution centers and ultimately provide distribution to 6,300 retail pharmacies, 1,350 hospitals, long-term care centers, clinics and institutions all over Canada. But we're so much more than a distribution company. We've automated 2,500 retail pharmacies and dispense over 100 million doses a year through our automation solutions. Manufacturers, healthcare providers and patients count on us for a full range of services that contribute to the quality and safety of care for us all.

At McKesson Canada, you'll help us carry out our mission to improve lives and advance healthcare. Working here is your opportunity to shape an industry that's vital to us all.

Reporting to the Manager, Formulary Programs, the is responsible for coordinating, analyzing, and communicating activities impacting customer formulary programs. The role actively supports the Manager, Formulary Programs, in leading/supporting formulary related projects, coordinating the team to ensure they're meeting their objectives, supporting negotiations led by Senior Management and ensuring formulary program performance levels remain superior.









General Responsibilities














Regular



The material contained herein is provided for informational purpose only. All open jobs offered by McKesson on this recruitment system are subject to specific job skill requirements. The job skill requirements, qualifications, and preferred experience are determined by a subsidiary, office or department within the company which is offering the position, and all positions are subject to local prevailing employment laws and restrictions. This would include immigration laws pertaining to work authorization requirements and any other applicable government permissions or compliance.

The materials on this site are provided without warranties of any kind, either expressed or implied, including but not limited to warranties regarding the completeness of information contained on this site or in any referenced links. While McKesson attempts to update this site on a timely basis, the information is effective only as of the time and date of posting.

McKesson is an equal opportunity employer and values diversity in its workforce. We encourage applications from all qualified individuals and will accommodate applicants' needs, up to the point of undue hardship, throughout all stages of the recruitment and selection process.

The information on this site is for information purpose only and is not intended to be relied upon with legal consequence.

Current employees must apply through internal career site.",5,"McKesson Canada Corporation / La Corporation McKesson Canada
3.7",Montreal
346,Data Analyst,44,"The 411
We think globally, act locally. As a Managed Services Provider Synoptek provides world-class strategic IT leadership and hyper-efficient IT operational support, enabling our global client-base to grow and transform their businesses. We are excited to have experienced continuous growth and in keeping with that momentum are seeking to add a consultant to our talented team. Synoptek is a company with a heart and soul dedicated to the ongoing success and growth of our employees and continued business success of the customers we support. Want to see what we’re made of? Want to see what we’re made of? Head to Synoptek.com.
A Day in the Life
The Data Analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design. Data Analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements",5,"Synoptek
4.1",Saint John
347,Data Analyst,44,"Cubert is the name and innovation is our game. As the creators behind FitTrack https://getfittrack.com/ we know what it takes to develop new consumer hardware products and mobile applications for e-commerce/retail to a loyal customer base across the world.

But we take no credit. Cubert’s success comes down to one factor: Good people. Every person matters, so investing in hiring, developing, and retaining sharp minds is our top priority.

We keep our team close-knit, sharp, and agile, which gives us the flexibility to constantly adapt to every situation. Why? A smaller team means high impact, strong communication, and adaptability as a unit.

We are tied together by our values:

We strive to be the best in what we do
We obsess over the customer experience
We challenge convention
Our foundation is built on trust
We take ownership in everything we do
We value learning and personal mastery

So if you’re tired getting caught in red tape, or having the glass ceiling stop you from making magic. You’ve come to the right place.



Welcome to Cubert.",5,"Cubert Inc.
4.2",Toronto
348,Chercheur scientifique - Principal - Research Scientist,44,"***English will Follow***
Résumé :
En tant que chercheur principal au sein du groupe de recherche ASR, le candidat effectuera des recherches algorithmiques sur des ensembles de données à l'échelle de production dans le but d'optimiser la précision, la vitesse et l'évolutivité, principalement pour les systèmes ASR de bout en bout qui équipent les produits Nuance. Ces recherches porteront notamment sur les architectures de réseaux neuronaux, les algorithmes d'entraînement et d'adaptation ([non/semi-]supervisés), ainsi que sur le traitement et l'augmentation des données.
Principales tâches et responsabilités -
Fournir une analyse expérimentale et théorique des problèmes de reconnaissance de la parole.",5,"Nuance
3.8",Montreal
349,Senior Data Scientist,44,"We're transforming the grocery industry

Instacart is the North American leader in online grocery and one of the fastest-growing companies in e-commerce. Since 2012, we've been working towards creating a world where everyone has access to the food they love and more time to enjoy it together.

Groceries delivered to your door in as little as an hour. It seems simple, right? Well, it's more complex than that. From re-routing deliveries during snowstorms, to connecting customers with coupons and deals for their favorite brands, to updating over half a billion grocery data lines every night...our efforts bring Instacart closer to being the operating system for the grocery industry.

Solving these problems is what helps our customers get back time in their day, so they can do more of what they love.

Introducing Our Hybrid Working Model

As the future of work evolves, so do we. We have a hybrid model where our roles are open to in-office, flex, or remote work. Learn more about our flexible approach to where we work.

OVERVIEW

You will be joining a growing data science team and will tackle some of the most challenging and impactful problems that are transforming how people buy groceries every day. You will be embedded within our data-driven product team as a trusted partner in uncovering barriers in the product's usability and utilize these insights to inform product improvements that drive angle-changing growth. We're looking for a self-driven, strategic thinker who can hit the ground running to ultimately influence decision-making across the entire organization.

ABOUT THE JOB

Own analytical frameworks that guide the product roadmap

Design rigorous experiments and interpret results to draw detailed and actionable conclusions

Develop statistical models to extract trends, measure results, and predict future performance of our product

Build simulations to project impact of various product and policy interventions

Enable objective decision making across the company by democratizing data through dashboards and other analytical tools

Use expertise in causal inference, machine learning, complex systems modeling, behavioral decision theory etc. to shape the future of Instacart

Present findings in a compelling way to influence Instacart's leadership

ABOUT YOU

5+ years experience working in a quantitative role at a product company or a research organization

Ability to run rigorous experiments and come up with scientifically sound recommendations

Ability to write complex, efficient, and eloquent SQL queries to extract data

Ability to write efficient and eloquent code in Python or R

A desire to build and improve consumer software products

Ability to translate business needs into analytical frameworks

Eagerness to learn, flexibility to pivot when needed, savviness to navigate and thrive in a dynamic environment, and a growth mindset needed to build a successful team and company

#LI-Remote",5,"Instacart
3.7",Ontario
350,Data Analyst,44,"Job Requisition ID #
21WD48530
Position Overview
Autodesk is seeking an experienced data analyst to join the Genuine team. The team is focused on piracy prevention and conversion and is fast paced, constantly learning and working with rapidly scaling amounts of data. The Data Analyst will help delivering insights into user behavior and product adoption globally as well as data to drive marketing campaigns, report on results and inform strategy.

Responsibilities",5,"Autodesk
3.8",Montreal
